Mockito_1,InvocationMatcher,ResetTest|UsingVarargsTest|BasicStubbingTest|VarargsAndAnyObjectPicksUpExtraInvocationsTest|VarargsErrorWhenCallingRealMethodTest|InvocationMatcherTest|FieldInitializerTest|DeprecatedStubbingTest|VerificationAndStubbingUsingMatchersTest|ParameterizedConstructorInstantiatorTest|VarargsNotPlayingWithAnyObjectTest|VerificationInOrderMixedWithOrdiraryVerificationTest
Mockito_2,Timer,NegativeDurationTest|TimerTest
Mockito_3,InvocationMatcher,InvocationMatcherTest|VarargsNotPlayingWithAnyObjectTest|VarargsAndAnyObjectPicksUpExtraInvocationsTest|CapturingArgumentsTest
Mockito_4,Reporter,ReporterTest|ClassCastExOnVerifyZeroInteractionsTest
Mockito_5,VerificationOverTimeImpl,NoJUnitDependenciesTest
Mockito_6,Matchers,NewMatchersTest|AnyXMatchersAcceptNullsTest|MatchersTest
Mockito_7,GenericMetadataSupport,DeepStubFailingWhenGenricNestedAsRawTypeTest
Mockito_8,GenericMetadataSupport,GenericMetadataSupportTest
Mockito_9,CallsRealMethods,CreatingMocksWithConstructorTest
Mockito_10,ReturnsDeepStubs,DeepStubsWronglyReportsSerializationProblemsTest
Mockito_11,DelegatingMethod,DelegatingMethodTest
Mockito_12,GenericMaster,GenericMasterTest|CaptorAnnotationBasicTest|CaptorAnnotationTest
Mockito_13,MockHandler,VerifyingWithAnExtraCallToADifferentMockTest
Mockito_14,MockitoCore|MockHandler,VerifyingWithAnExtraCallToADifferentMockTest
Mockito_15,FinalMockCandidateFilter,InjectMocksShouldTryPropertySettersFirstBeforeFieldAccessTest
Mockito_16,MockitoCore|Mockito,StubbingMocksThatAreConfiguredToReturnMocksTest
Mockito_17,MockSettingsImpl|MockUtil,MocksSerializationTest
Mockito_18,ReturnsEmptyValues,ReturnsEmptyValuesTest
Mockito_19,MockCandidateFilter|TypeBasedCandidateFilter|NameBasedCandidateFilter|FinalMockCandidateFilter|PropertyAndSetterInjection,MockInjectionUsingSetterOrPropertyTest
Mockito_20,ByteBuddyMockMaker,CreatingMocksWithConstructorTest|SpyAnnotationTest
Mockito_21,ConstructorInstantiator,ConstructorInstantiatorTest
Mockito_22,Equality,EqualityTest
Mockito_23,ReturnsDeepStubs,DeepStubsSerializableTest
Mockito_24,ReturnsEmptyValues,ShouldMocksCompareToBeConsistentWithEqualsTest|ReturnsEmptyValuesTest
Mockito_25,ReturnsDeepStubs,ReturnsGenericDeepStubsTest
Mockito_27,MockUtil,ListenersLostOnResetMockTest
Mockito_28,DefaultInjectionEngine,InjectionByTypeShouldFirstLookForExactTypeThenAncestorTest
Mockito_29,Same,NPEWithCertainMatchersTest
Mockito_30,Reporter|ReturnsSmartNulls,ReturnsSmartNullsTest
Mockito_31,ReturnsSmartNulls,ReturnsSmartNullsTest
Mockito_32,SpyAnnotationEngine,SpyShouldHaveNiceNameTest
Mockito_33,InvocationMatcher,InheritedGenericsPolimorphicCallTest
Mockito_34,InvocationMatcher,InvocationMatcherTest|UsingVarargsTest
Mockito_35,Matchers,NPEWithCertainMatchersTest
Mockito_36,Invocation,InvocationTest|SpyingOnInterfacesTest
Mockito_37,AnswersValidator,SpyingOnInterfacesTest|AnswersValidatorTest
Mockito_38,ArgumentMatchingTool,ActualInvocationHasNullArgumentNPEBugTest|ArgumentMatchingToolTest
